event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity
DIS_009120,Late Train,SEC_035,2024-04-05 20:19:00,SLOT_030920,Late express train delay cascading in section SEC_035 (Severity Low),Low
DIS_009121,Emergency Defect,SEC_032,2024-08-28 04:05:00,SLOT_023895,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Medium
DIS_009122,Late Train,SEC_049,2024-06-04 02:02:00,SLOT_009658,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_009123,Late Train,SEC_049,2024-08-21 16:25:00,SLOT_019431,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_009124,Machine Breakdown,SEC_012,2024-01-30 00:47:00,,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
DIS_009125,Machine Breakdown,SEC_001,2024-02-19 19:52:00,,Tamping/BCM machine breakdown during block operation in SEC_001,High
DIS_009126,Late Train,SEC_014,2024-04-25 08:30:00,SLOT_048389,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_009127,Late Train,SEC_043,2024-12-23 00:40:00,,Late express train delay cascading in section SEC_043 (Severity Medium),Medium
DIS_009128,Machine Breakdown,SEC_040,2024-05-11 09:47:00,SLOT_041927,Tamping/BCM machine breakdown during block operation in SEC_040,Low
DIS_009129,Emergency Defect,SEC_005,2024-04-09 13:08:00,SLOT_021383,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Medium
DIS_009130,Late Train,SEC_008,2024-08-15 05:37:00,SLOT_010247,Late express train delay cascading in section SEC_008 (Severity Medium),Medium
DIS_009131,Late Train,SEC_028,2024-12-30 03:07:00,,Late express train delay cascading in section SEC_028 (Severity High),High
DIS_009132,Late Train,SEC_033,2024-02-21 02:30:00,,Late express train delay cascading in section SEC_033 (Severity Low),Low
DIS_009133,Emergency Defect,SEC_049,2024-05-16 03:56:00,SLOT_043153,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Medium
DIS_009134,Emergency Defect,SEC_037,2024-11-21 20:03:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,High
DIS_009135,Late Train,SEC_011,2024-12-15 16:35:00,,Late express train delay cascading in section SEC_011 (Severity Low),Low
DIS_009136,Late Train,SEC_002,2024-11-16 15:33:00,SLOT_013330,Late express train delay cascading in section SEC_002 (Severity Low),Low
DIS_009137,Late Train,SEC_032,2024-05-10 23:21:00,,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_009138,Emergency Defect,SEC_028,2024-07-12 16:16:00,SLOT_027528,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low
DIS_009139,Machine Breakdown,SEC_046,2024-11-15 10:35:00,SLOT_025424,Tamping/BCM machine breakdown during block operation in SEC_046,Medium
DIS_009140,Emergency Defect,SEC_029,2024-06-03 09:23:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Low
DIS_009141,Emergency Defect,SEC_025,2024-11-20 11:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,Medium
DIS_009142,Late Train,SEC_015,2024-09-12 20:59:00,,Late express train delay cascading in section SEC_015 (Severity Low),Low
DIS_009143,Emergency Defect,SEC_005,2024-03-10 13:20:00,SLOT_013422,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Low
DIS_009144,Late Train,SEC_043,2024-03-15 05:37:00,,Late express train delay cascading in section SEC_043 (Severity Low),Low
DIS_009145,Late Train,SEC_041,2024-08-01 07:40:00,,Late express train delay cascading in section SEC_041 (Severity High),High
DIS_009146,Late Train,SEC_008,2024-07-25 18:26:00,SLOT_047826,Late express train delay cascading in section SEC_008 (Severity Medium),Medium
DIS_009147,Machine Breakdown,SEC_035,2024-11-17 21:18:00,SLOT_028516,Tamping/BCM machine breakdown during block operation in SEC_035,Low
DIS_009148,Late Train,SEC_018,2024-04-15 15:02:00,SLOT_041545,Late express train delay cascading in section SEC_018 (Severity Medium),Medium
DIS_009149,Late Train,SEC_022,2024-09-20 00:50:00,SLOT_049367,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_009150,Machine Breakdown,SEC_042,2024-12-03 05:09:00,,Tamping/BCM machine breakdown during block operation in SEC_042,Low
DIS_009151,Emergency Defect,SEC_042,2024-09-16 02:56:00,SLOT_048462,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Medium
DIS_009152,Late Train,SEC_010,2024-06-24 05:43:00,SLOT_017371,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_009153,Late Train,SEC_016,2024-12-12 11:04:00,SLOT_042575,Late express train delay cascading in section SEC_016 (Severity Low),Low
DIS_009154,Machine Breakdown,SEC_041,2024-07-04 00:49:00,,Tamping/BCM machine breakdown during block operation in SEC_041,Medium
DIS_009155,Late Train,SEC_045,2024-06-06 23:38:00,,Late express train delay cascading in section SEC_045 (Severity High),High
DIS_009156,Late Train,SEC_004,2024-10-06 21:52:00,SLOT_045310,Late express train delay cascading in section SEC_004 (Severity Low),Low
DIS_009157,Late Train,SEC_041,2024-02-23 18:48:00,,Late express train delay cascading in section SEC_041 (Severity Low),Low
DIS_009158,Late Train,SEC_024,2024-10-14 11:30:00,,Late express train delay cascading in section SEC_024 (Severity Medium),Medium
DIS_009159,Emergency Defect,SEC_029,2024-03-27 07:57:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Medium
DIS_009160,Machine Breakdown,SEC_004,2024-03-27 16:00:00,,Tamping/BCM machine breakdown during block operation in SEC_004,Low
DIS_009161,Late Train,SEC_034,2024-02-10 21:06:00,,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_009162,Machine Breakdown,SEC_034,2024-08-11 19:52:00,SLOT_010828,Tamping/BCM machine breakdown during block operation in SEC_034,High
DIS_009163,Emergency Defect,SEC_033,2024-02-17 15:15:00,SLOT_048503,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Low
DIS_009164,Emergency Defect,SEC_039,2024-11-12 01:45:00,SLOT_002930,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Low
DIS_009165,Late Train,SEC_047,2024-01-24 12:57:00,SLOT_046939,Late express train delay cascading in section SEC_047 (Severity Medium),Medium
DIS_009166,Late Train,SEC_042,2024-05-31 08:01:00,SLOT_012632,Late express train delay cascading in section SEC_042 (Severity Low),Low
DIS_009167,Emergency Defect,SEC_037,2024-06-04 07:14:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,Low
DIS_009168,Emergency Defect,SEC_049,2024-02-10 20:13:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Medium
DIS_009169,Late Train,SEC_034,2024-11-26 18:44:00,SLOT_049335,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_009170,Late Train,SEC_033,2024-11-13 07:05:00,,Late express train delay cascading in section SEC_033 (Severity Medium),Medium
DIS_009171,Late Train,SEC_027,2024-12-16 06:38:00,SLOT_048435,Late express train delay cascading in section SEC_027 (Severity Medium),Medium
DIS_009172,Late Train,SEC_038,2024-11-23 00:04:00,SLOT_018498,Late express train delay cascading in section SEC_038 (Severity Medium),Medium
DIS_009173,Late Train,SEC_004,2024-02-10 06:09:00,,Late express train delay cascading in section SEC_004 (Severity Medium),Medium
DIS_009174,Late Train,SEC_025,2024-02-26 04:30:00,SLOT_017907,Late express train delay cascading in section SEC_025 (Severity High),High
DIS_009175,Late Train,SEC_021,2024-12-08 03:55:00,SLOT_046743,Late express train delay cascading in section SEC_021 (Severity Medium),Medium
DIS_009176,Machine Breakdown,SEC_045,2024-03-19 15:35:00,SLOT_005247,Tamping/BCM machine breakdown during block operation in SEC_045,Low
DIS_009177,Machine Breakdown,SEC_004,2024-08-21 12:46:00,SLOT_004106,Tamping/BCM machine breakdown during block operation in SEC_004,Medium
DIS_009178,Late Train,SEC_032,2024-03-28 04:52:00,SLOT_017303,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_009179,Late Train,SEC_010,2024-09-25 09:03:00,SLOT_012672,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_009180,Late Train,SEC_044,2024-11-01 22:23:00,,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_009181,Late Train,SEC_042,2024-02-17 03:27:00,,Late express train delay cascading in section SEC_042 (Severity Low),Low
DIS_009182,Machine Breakdown,SEC_012,2024-12-15 00:50:00,SLOT_002408,Tamping/BCM machine breakdown during block operation in SEC_012,Low
DIS_009183,Late Train,SEC_043,2024-05-13 08:33:00,SLOT_002012,Late express train delay cascading in section SEC_043 (Severity Low),Low
DIS_009184,Machine Breakdown,SEC_025,2024-05-24 02:16:00,,Tamping/BCM machine breakdown during block operation in SEC_025,Low
DIS_009185,Late Train,SEC_048,2024-12-25 00:26:00,SLOT_048113,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_009186,Machine Breakdown,SEC_036,2024-12-07 01:38:00,SLOT_024317,Tamping/BCM machine breakdown during block operation in SEC_036,Low
DIS_009187,Emergency Defect,SEC_002,2024-08-31 11:11:00,SLOT_009491,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Medium
DIS_009188,Emergency Defect,SEC_010,2024-01-08 13:05:00,SLOT_007747,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,Medium
DIS_009189,Machine Breakdown,SEC_020,2024-05-04 12:13:00,,Tamping/BCM machine breakdown during block operation in SEC_020,Medium
DIS_009190,Late Train,SEC_011,2024-05-25 15:38:00,SLOT_027602,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_009191,Late Train,SEC_007,2024-11-26 19:15:00,,Late express train delay cascading in section SEC_007 (Severity Low),Low
DIS_009192,Late Train,SEC_048,2024-02-12 19:49:00,SLOT_025474,Late express train delay cascading in section SEC_048 (Severity Medium),Medium
DIS_009193,Machine Breakdown,SEC_043,2024-11-19 12:48:00,SLOT_003652,Tamping/BCM machine breakdown during block operation in SEC_043,Medium
DIS_009194,Machine Breakdown,SEC_022,2024-12-26 13:23:00,,Tamping/BCM machine breakdown during block operation in SEC_022,Medium
DIS_009195,Late Train,SEC_011,2024-03-25 22:47:00,,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_009196,Emergency Defect,SEC_009,2024-03-12 10:07:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Low
DIS_009197,Late Train,SEC_045,2024-12-26 03:27:00,,Late express train delay cascading in section SEC_045 (Severity Medium),Medium
DIS_009198,Late Train,SEC_017,2024-12-07 12:42:00,,Late express train delay cascading in section SEC_017 (Severity Medium),Medium
DIS_009199,Emergency Defect,SEC_001,2024-06-04 12:21:00,SLOT_019455,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Low
DIS_009200,Late Train,SEC_020,2024-10-11 11:31:00,,Late express train delay cascading in section SEC_020 (Severity Low),Low
DIS_009201,Late Train,SEC_023,2024-12-22 03:01:00,SLOT_011960,Late express train delay cascading in section SEC_023 (Severity Low),Low
DIS_009202,Emergency Defect,SEC_031,2024-11-22 02:00:00,SLOT_034394,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,Low
DIS_009203,Emergency Defect,SEC_017,2024-04-27 12:58:00,SLOT_009620,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,High
DIS_009204,Emergency Defect,SEC_046,2024-07-04 11:44:00,SLOT_049307,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Medium
DIS_009205,Late Train,SEC_032,2024-02-04 17:06:00,,Late express train delay cascading in section SEC_032 (Severity Low),Low
DIS_009206,Late Train,SEC_049,2024-07-06 05:04:00,SLOT_023307,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_009207,Emergency Defect,SEC_018,2024-01-17 06:52:00,SLOT_024379,Emergency rail/OHE defect detected requiring urgent track access in SEC_018,Medium
DIS_009208,Machine Breakdown,SEC_032,2024-02-24 14:53:00,SLOT_002679,Tamping/BCM machine breakdown during block operation in SEC_032,Medium
DIS_009209,Late Train,SEC_018,2024-05-24 22:11:00,,Late express train delay cascading in section SEC_018 (Severity Medium),Medium
DIS_009210,Machine Breakdown,SEC_035,2024-02-15 19:03:00,,Tamping/BCM machine breakdown during block operation in SEC_035,Low
DIS_009211,Emergency Defect,SEC_037,2024-04-11 17:13:00,SLOT_040046,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,High
DIS_009212,Machine Breakdown,SEC_016,2024-08-29 11:49:00,,Tamping/BCM machine breakdown during block operation in SEC_016,Low
DIS_009213,Emergency Defect,SEC_046,2024-12-14 08:51:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Low
DIS_009214,Late Train,SEC_043,2024-04-10 09:55:00,SLOT_010183,Late express train delay cascading in section SEC_043 (Severity Low),Low
DIS_009215,Emergency Defect,SEC_044,2024-08-20 05:30:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_044,Medium
DIS_009216,Late Train,SEC_011,2024-06-22 04:54:00,SLOT_017558,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_009217,Late Train,SEC_036,2024-08-28 05:04:00,SLOT_043046,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_009218,Late Train,SEC_006,2024-02-14 18:50:00,,Late express train delay cascading in section SEC_006 (Severity Medium),Medium
DIS_009219,Late Train,SEC_006,2024-09-23 01:51:00,SLOT_000204,Late express train delay cascading in section SEC_006 (Severity High),High
DIS_009220,Emergency Defect,SEC_048,2024-08-03 01:52:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_048,Low
DIS_009221,Machine Breakdown,SEC_008,2024-07-31 23:35:00,SLOT_041061,Tamping/BCM machine breakdown during block operation in SEC_008,Low
DIS_009222,Late Train,SEC_043,2024-01-29 01:38:00,,Late express train delay cascading in section SEC_043 (Severity Low),Low
DIS_009223,Late Train,SEC_022,2024-12-19 09:23:00,,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_009224,Machine Breakdown,SEC_015,2024-03-04 13:50:00,,Tamping/BCM machine breakdown during block operation in SEC_015,High
DIS_009225,Late Train,SEC_004,2024-01-06 16:40:00,SLOT_038034,Late express train delay cascading in section SEC_004 (Severity Low),Low
DIS_009226,Late Train,SEC_034,2024-02-23 18:13:00,SLOT_048510,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_009227,Machine Breakdown,SEC_036,2024-09-06 06:27:00,,Tamping/BCM machine breakdown during block operation in SEC_036,Low
DIS_009228,Machine Breakdown,SEC_023,2024-02-20 03:53:00,SLOT_014926,Tamping/BCM machine breakdown during block operation in SEC_023,Low
DIS_009229,Emergency Defect,SEC_040,2024-12-10 03:56:00,SLOT_007781,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Low
DIS_009230,Late Train,SEC_016,2024-08-16 14:57:00,,Late express train delay cascading in section SEC_016 (Severity High),High
DIS_009231,Emergency Defect,SEC_028,2024-04-26 12:55:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low
DIS_009232,Machine Breakdown,SEC_015,2024-01-14 22:04:00,,Tamping/BCM machine breakdown during block operation in SEC_015,Low
DIS_009233,Machine Breakdown,SEC_029,2024-02-05 05:57:00,SLOT_042461,Tamping/BCM machine breakdown during block operation in SEC_029,Low
DIS_009234,Late Train,SEC_007,2024-09-03 00:35:00,SLOT_037631,Late express train delay cascading in section SEC_007 (Severity High),High
DIS_009235,Machine Breakdown,SEC_024,2024-06-25 20:24:00,SLOT_011797,Tamping/BCM machine breakdown during block operation in SEC_024,High
DIS_009236,Emergency Defect,SEC_027,2024-09-03 00:40:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,High
DIS_009237,Late Train,SEC_028,2024-05-23 20:47:00,,Late express train delay cascading in section SEC_028 (Severity Low),Low
DIS_009238,Late Train,SEC_022,2024-03-13 07:18:00,,Late express train delay cascading in section SEC_022 (Severity Medium),Medium
DIS_009239,Late Train,SEC_032,2024-11-19 14:17:00,,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_009240,Machine Breakdown,SEC_026,2024-06-22 16:16:00,SLOT_000046,Tamping/BCM machine breakdown during block operation in SEC_026,Low
DIS_009241,Late Train,SEC_014,2024-12-04 09:35:00,,Late express train delay cascading in section SEC_014 (Severity Medium),Medium
