station_code,field,severity,description,raw_value,detected_at
MMCC,station_code,MEDIUM,OGD station code 'MMCC' not found in OSM dataset.,MMCC,2026-09-06T11:41:48.575960
KAVM,station_code,MEDIUM,OGD station code 'KAVM' not found in OSM dataset.,KAVM,2026-09-06T11:41:48.575960
ENR,station_code,MEDIUM,OGD station code 'ENR' not found in OSM dataset.,ENR,2026-09-06T11:41:48.575960
AIPP,station_code,MEDIUM,OGD station code 'AIPP' not found in OSM dataset.,AIPP,2026-09-06T11:41:48.575960
AIP,station_code,MEDIUM,OGD station code 'AIP' not found in OSM dataset.,AIP,2026-09-06T11:41:48.575960
NPKM,station_code,MEDIUM,OGD station code 'NPKM' not found in OSM dataset.,NPKM,2026-09-06T11:41:48.575960
MJR,station_code,MEDIUM,OGD station code 'MJR' not found in OSM dataset.,MJR,2026-09-06T11:41:48.575960
APB,station_code,MEDIUM,OGD station code 'APB' not found in OSM dataset.,APB,2026-09-06T11:41:48.575960
PON,station_code,MEDIUM,OGD station code 'PON' not found in OSM dataset.,PON,2026-09-06T11:41:48.575960
KVP,station_code,MEDIUM,OGD station code 'KVP' not found in OSM dataset.,KVP,2026-09-06T11:41:48.575960
ELR,station_code,MEDIUM,OGD station code 'ELR' not found in OSM dataset.,ELR,2026-09-06T11:41:48.575960
AKM,station_code,MEDIUM,OGD station code 'AKM' not found in OSM dataset.,AKM,2026-09-06T11:41:48.575960
TADA,station_name,LOW,Name matched by fuzzy substring (OGD='Tada' ~ OSM='Chintadaripet'); verify manually.,,2026-09-06T11:41:48.575960
AKAT,station_code,MEDIUM,OGD station code 'AKAT' not found in OSM dataset.,AKAT,2026-09-06T11:41:48.575960
VPY,station_code,MEDIUM,OGD station code 'VPY' not found in OSM dataset.,VPY,2026-09-06T11:41:48.575960
PRWS,station_code,MEDIUM,OGD station code 'PRWS' not found in OSM dataset.,PRWS,2026-09-06T11:41:48.575960
PTLR,station_code,MEDIUM,OGD station code 'PTLR' not found in OSM dataset.,PTLR,2026-09-06T11:41:48.575960
SPAM,station_code,MEDIUM,OGD station code 'SPAM' not found in OSM dataset.,SPAM,2026-09-06T11:41:48.575960
EGT,station_name,LOW,Name matched by fuzzy substring (OGD='Egattur' ~ OSM='Attur'); verify manually.,,2026-09-06T11:41:48.575960
AJJN,station_code,MEDIUM,OGD station code 'AJJN' not found in OSM dataset.,AJJN,2026-09-06T11:41:48.575960
LKPL,station_code,MEDIUM,OGD station code 'LKPL' not found in OSM dataset.,LKPL,2026-09-06T11:41:48.575960
KQD,station_code,MEDIUM,OGD station code 'KQD' not found in OSM dataset.,KQD,2026-09-06T11:41:48.575960
NLRD,station_code,MEDIUM,OGD station code 'NLRD' not found in OSM dataset.,NLRD,2026-09-06T11:41:48.575960
NCHS,station_code,MEDIUM,OGD station code 'NCHS' not found in OSM dataset.,NCHS,2026-09-06T11:41:48.575960
FNB,station_code,MEDIUM,OGD station code 'FNB' not found in OSM dataset.,FNB,2026-09-06T11:41:48.575960
BTNR,station_code,MEDIUM,OGD station code 'BTNR' not found in OSM dataset.,BTNR,2026-09-06T11:41:48.575960
BRBD,station_code,MEDIUM,OGD station code 'BRBD' not found in OSM dataset.,BRBD,2026-09-06T11:41:48.582932
HTCY,station_code,MEDIUM,OGD station code 'HTCY' not found in OSM dataset.,HTCY,2026-09-06T11:41:48.582932
HFZ,station_code,MEDIUM,OGD station code 'HFZ' not found in OSM dataset.,HFZ,2026-09-06T11:41:48.582932
CDNR,station_code,MEDIUM,OGD station code 'CDNR' not found in OSM dataset.,CDNR,2026-09-06T11:41:48.582932
HPG,station_code,MEDIUM,OGD station code 'HPG' not found in OSM dataset.,HPG,2026-09-06T11:41:48.582932
YKA,station_code,MEDIUM,OGD station code 'YKA' not found in OSM dataset.,YKA,2026-09-06T11:41:48.582932
DQR,station_code,MEDIUM,OGD station code 'DQR' not found in OSM dataset.,DQR,2026-09-06T11:41:48.582932
VAR,station_code,MEDIUM,OGD station code 'VAR' not found in OSM dataset.,VAR,2026-09-06T11:41:48.582932
JOO,station_code,MEDIUM,OGD station code 'JOO' not found in OSM dataset.,JOO,2026-09-06T11:41:48.582932
ATC,station_code,MEDIUM,OGD station code 'ATC' not found in OSM dataset.,ATC,2026-09-06T11:41:48.582932
JET,station_code,MEDIUM,OGD station code 'JET' not found in OSM dataset.,JET,2026-09-06T11:41:48.582932
SJVP,station_code,MEDIUM,OGD station code 'SJVP' not found in OSM dataset.,SJVP,2026-09-06T11:41:48.582932
NIV,station_code,MEDIUM,OGD station code 'NIV' not found in OSM dataset.,NIV,2026-09-06T11:41:48.582932
VRLI,station_code,MEDIUM,OGD station code 'VRLI' not found in OSM dataset.,VRLI,2026-09-06T11:41:48.582932
SUAL,station_code,MEDIUM,OGD station code 'SUAL' not found in OSM dataset.,SUAL,2026-09-06T11:41:48.582932
ZARP,station_code,MEDIUM,OGD station code 'ZARP' not found in OSM dataset.,ZARP,2026-09-06T11:41:48.582932
MADR,station_code,MEDIUM,OGD station code 'MADR' not found in OSM dataset.,MADR,2026-09-06T11:41:48.582932
VEN,station_code,MEDIUM,OGD station code 'VEN' not found in OSM dataset.,VEN,2026-09-06T11:41:48.582932
MJO,station_code,MEDIUM,OGD station code 'MJO' not found in OSM dataset.,MJO,2026-09-06T11:41:48.582932
SRVX,station_code,MEDIUM,OGD station code 'SRVX' not found in OSM dataset.,SRVX,2026-09-06T11:41:48.582932
DIVA,station_code,MEDIUM,OGD station code 'DIVA' not found in OSM dataset.,DIVA,2026-09-06T11:41:48.582932
DTVL,station_code,MEDIUM,OGD station code 'DTVL' not found in OSM dataset.,DTVL,2026-09-06T11:41:48.582932
NIIJ,station_code,MEDIUM,OGD station code 'NIIJ' not found in OSM dataset.,NIIJ,2026-09-06T11:41:48.582932
TPND,station_code,MEDIUM,OGD station code 'TPND' not found in OSM dataset.,TPND,2026-09-06T11:41:48.582932
NVRD,station_code,MEDIUM,OGD station code 'NVRD' not found in OSM dataset.,NVRD,2026-09-06T11:41:48.582932
KLMG,station_code,MEDIUM,OGD station code 'KLMG' not found in OSM dataset.,KLMG,2026-09-06T11:41:48.582932
SMNE,station_code,MEDIUM,OGD station code 'SMNE' not found in OSM dataset.,SMNE,2026-09-06T11:41:48.582932
RSYI,station_code,MEDIUM,OGD station code 'RSYI' not found in OSM dataset.,RSYI,2026-09-06T11:41:48.582932
APTA,station_code,MEDIUM,OGD station code 'APTA' not found in OSM dataset.,APTA,2026-09-06T11:41:48.582932
JITE,station_code,MEDIUM,OGD station code 'JITE' not found in OSM dataset.,JITE,2026-09-06T11:41:48.582932
HMRR,station_code,MEDIUM,OGD station code 'HMRR' not found in OSM dataset.,HMRR,2026-09-06T11:41:48.582932
PEN,station_code,MEDIUM,OGD station code 'PEN' not found in OSM dataset.,PEN,2026-09-06T11:41:48.582932
KASU,station_code,MEDIUM,OGD station code 'KASU' not found in OSM dataset.,KASU,2026-09-06T11:41:48.582932
NGTN,station_code,MEDIUM,OGD station code 'NGTN' not found in OSM dataset.,NGTN,2026-09-06T11:41:48.582932
NIDI,station_code,MEDIUM,OGD station code 'NIDI' not found in OSM dataset.,NIDI,2026-09-06T11:41:48.582932
KOL,station_code,MEDIUM,OGD station code 'KOL' not found in OSM dataset.,KOL,2026-09-06T11:41:48.582932
INP,station_code,MEDIUM,OGD station code 'INP' not found in OSM dataset.,INP,2026-09-06T11:41:48.582932
GNO,station_code,MEDIUM,OGD station code 'GNO' not found in OSM dataset.,GNO,2026-09-06T11:41:48.582932
SAPE,station_code,MEDIUM,OGD station code 'SAPE' not found in OSM dataset.,SAPE,2026-09-06T11:41:48.582932
KFD,station_code,MEDIUM,OGD station code 'KFD' not found in OSM dataset.,KFD,2026-09-06T11:41:48.582932
VINH,station_code,MEDIUM,OGD station code 'VINH' not found in OSM dataset.,VINH,2026-09-06T11:41:48.582932
DWV,station_code,MEDIUM,OGD station code 'DWV' not found in OSM dataset.,DWV,2026-09-06T11:41:48.582932
ANO,station_code,MEDIUM,OGD station code 'ANO' not found in OSM dataset.,ANO,2026-09-06T11:41:48.582932
KMAH,station_code,MEDIUM,OGD station code 'KMAH' not found in OSM dataset.,KMAH,2026-09-06T11:41:48.582932
UKC,station_code,MEDIUM,OGD station code 'UKC' not found in OSM dataset.,UKC,2026-09-06T11:41:48.582932
BOKE,station_code,MEDIUM,OGD station code 'BOKE' not found in OSM dataset.,BOKE,2026-09-06T11:41:48.582932
ULNR,station_code,MEDIUM,OGD station code 'ULNR' not found in OSM dataset.,ULNR,2026-09-06T11:41:48.582932
ABH,station_code,MEDIUM,OGD station code 'ABH' not found in OSM dataset.,ABH,2026-09-06T11:41:48.582932
BUD,station_code,MEDIUM,OGD station code 'BUD' not found in OSM dataset.,BUD,2026-09-06T11:41:48.582932
KMST,station_code,MEDIUM,OGD station code 'KMST' not found in OSM dataset.,KMST,2026-09-06T11:41:48.582932
DAPD,station_code,MEDIUM,OGD station code 'DAPD' not found in OSM dataset.,DAPD,2026-09-06T11:41:48.582932
AKRD,station_code,MEDIUM,OGD station code 'AKRD' not found in OSM dataset.,AKRD,2026-09-06T11:41:48.582932
VDN,station_code,MEDIUM,OGD station code 'VDN' not found in OSM dataset.,VDN,2026-09-06T11:41:48.582932
TVL,station_code,MEDIUM,OGD station code 'TVL' not found in OSM dataset.,TVL,2026-09-06T11:41:48.582932
LHN,station_code,MEDIUM,OGD station code 'LHN' not found in OSM dataset.,LHN,2026-09-06T11:41:48.582932
MNL,station_code,MEDIUM,OGD station code 'MNL' not found in OSM dataset.,MNL,2026-09-06T11:41:48.582932
SGND,station_code,MEDIUM,OGD station code 'SGND' not found in OSM dataset.,SGND,2026-09-06T11:41:48.582932
VPR,station_code,MEDIUM,OGD station code 'VPR' not found in OSM dataset.,VPR,2026-09-06T11:41:48.582932
RRI,station_code,MEDIUM,OGD station code 'RRI' not found in OSM dataset.,RRI,2026-09-06T11:41:48.582932
BFJ,station_code,MEDIUM,OGD station code 'BFJ' not found in OSM dataset.,BFJ,2026-09-06T11:41:48.582932
JMD,station_code,MEDIUM,OGD station code 'JMD' not found in OSM dataset.,JMD,2026-09-06T11:41:48.582932
RM,station_code,MEDIUM,OGD station code 'RM' not found in OSM dataset.,RM,2026-09-06T11:41:48.582932
MWK,station_code,MEDIUM,OGD station code 'MWK' not found in OSM dataset.,MWK,2026-09-06T11:41:48.582932
SHF,station_code,MEDIUM,OGD station code 'SHF' not found in OSM dataset.,SHF,2026-09-06T11:41:48.588340
BRVR,station_code,MEDIUM,OGD station code 'BRVR' not found in OSM dataset.,BRVR,2026-09-06T11:41:48.588340
MHAD,station_code,MEDIUM,OGD station code 'MHAD' not found in OSM dataset.,MHAD,2026-09-06T11:41:48.588340
DHI,station_code,MEDIUM,OGD station code 'DHI' not found in OSM dataset.,DHI,2026-09-06T11:41:48.588340
BNOD,station_code,MEDIUM,OGD station code 'BNOD' not found in OSM dataset.,BNOD,2026-09-06T11:41:48.588340
PAAL,station_name,LOW,Name matched by fuzzy substring (OGD='Pala' ~ OSM='Palayam.I'); verify manually.,,2026-09-06T11:41:48.588340
SHAD,station_code,MEDIUM,OGD station code 'SHAD' not found in OSM dataset.,SHAD,2026-09-06T11:41:48.588340
ABY,station_code,MEDIUM,OGD station code 'ABY' not found in OSM dataset.,ABY,2026-09-06T11:41:48.588340
TLA,station_code,MEDIUM,OGD station code 'TLA' not found in OSM dataset.,TLA,2026-09-06T11:41:48.588340
KDV,station_code,MEDIUM,OGD station code 'KDV' not found in OSM dataset.,KDV,2026-09-06T11:41:48.588340
VSD,station_code,MEDIUM,OGD station code 'VSD' not found in OSM dataset.,VSD,2026-09-06T11:41:48.588340
ASO,station_code,MEDIUM,OGD station code 'ASO' not found in OSM dataset.,ASO,2026-09-06T11:41:48.588340
ATG,station_code,MEDIUM,OGD station code 'ATG' not found in OSM dataset.,ATG,2026-09-06T11:41:48.588340
KE,station_code,MEDIUM,OGD station code 'KE' not found in OSM dataset.,KE,2026-09-06T11:41:48.588340
GO,station_code,MEDIUM,OGD station code 'GO' not found in OSM dataset.,GO,2026-09-06T11:41:48.588340
PI,station_code,MEDIUM,OGD station code 'PI' not found in OSM dataset.,PI,2026-09-06T11:41:48.588340
AV,station_code,MEDIUM,OGD station code 'AV' not found in OSM dataset.,AV,2026-09-06T11:41:48.588340
LT,station_code,MEDIUM,OGD station code 'LT' not found in OSM dataset.,LT,2026-09-06T11:41:48.588340
ODHA,station_code,MEDIUM,OGD station code 'ODHA' not found in OSM dataset.,ODHA,2026-09-06T11:41:48.588340
KW,station_code,MEDIUM,OGD station code 'KW' not found in OSM dataset.,KW,2026-09-06T11:41:48.588340
KBSN,station_code,MEDIUM,OGD station code 'KBSN' not found in OSM dataset.,KBSN,2026-09-06T11:41:48.588340
UGN,station_code,MEDIUM,OGD station code 'UGN' not found in OSM dataset.,UGN,2026-09-06T11:41:48.588340
SUM,station_code,MEDIUM,OGD station code 'SUM' not found in OSM dataset.,SUM,2026-09-06T11:41:48.588340
PNV,station_code,MEDIUM,OGD station code 'PNV' not found in OSM dataset.,PNV,2026-09-06T11:41:48.588340
HSL,station_code,MEDIUM,OGD station code 'HSL' not found in OSM dataset.,HSL,2026-09-06T11:41:48.588340
PJN,station_code,MEDIUM,OGD station code 'PJN' not found in OSM dataset.,PJN,2026-09-06T11:41:48.590477
PKE,station_code,MEDIUM,OGD station code 'PKE' not found in OSM dataset.,PKE,2026-09-06T11:41:48.590477
NI,station_code,MEDIUM,OGD station code 'NI' not found in OSM dataset.,NI,2026-09-06T11:41:48.590477
HPR,station_code,MEDIUM,OGD station code 'HPR' not found in OSM dataset.,HPR,2026-09-06T11:41:48.590477
VGL,station_code,MEDIUM,OGD station code 'VGL' not found in OSM dataset.,VGL,2026-09-06T11:41:48.590477
NGD,station_code,MEDIUM,OGD station code 'NGD' not found in OSM dataset.,NGD,2026-09-06T11:41:48.590477
GAA,station_code,MEDIUM,OGD station code 'GAA' not found in OSM dataset.,GAA,2026-09-06T11:41:48.590477
PHQ,station_code,MEDIUM,OGD station code 'PHQ' not found in OSM dataset.,PHQ,2026-09-06T11:41:48.591488
MYJ,station_code,MEDIUM,OGD station code 'MYJ' not found in OSM dataset.,MYJ,2026-09-06T11:41:48.591488
MWD,station_code,MEDIUM,OGD station code 'MWD' not found in OSM dataset.,MWD,2026-09-06T11:41:48.591488
SS,station_code,MEDIUM,OGD station code 'SS' not found in OSM dataset.,SS,2026-09-06T11:41:48.591488
BDI,station_code,MEDIUM,OGD station code 'BDI' not found in OSM dataset.,BDI,2026-09-06T11:41:48.591488
DSK,station_code,MEDIUM,OGD station code 'DSK' not found in OSM dataset.,DSK,2026-09-06T11:41:48.592727
WGA,station_code,MEDIUM,OGD station code 'WGA' not found in OSM dataset.,WGA,2026-09-06T11:41:48.592727
AGQ,station_code,MEDIUM,OGD station code 'AGQ' not found in OSM dataset.,AGQ,2026-09-06T11:41:48.592727
CDI,station_code,MEDIUM,OGD station code 'CDI' not found in OSM dataset.,CDI,2026-09-06T11:41:48.592727
MWA,station_code,MEDIUM,OGD station code 'MWA' not found in OSM dataset.,MWA,2026-09-06T11:41:48.592727
SXA,station_code,MEDIUM,OGD station code 'SXA' not found in OSM dataset.,SXA,2026-09-06T11:41:48.592727
DGN,station_code,MEDIUM,OGD station code 'DGN' not found in OSM dataset.,DGN,2026-09-06T11:41:48.592727
KDK,station_code,MEDIUM,OGD station code 'KDK' not found in OSM dataset.,KDK,2026-09-06T11:41:48.592727
BMA,station_code,MEDIUM,OGD station code 'BMA' not found in OSM dataset.,BMA,2026-09-06T11:41:48.592727
BRGJ,station_code,MEDIUM,OGD station code 'BRGJ' not found in OSM dataset.,BRGJ,2026-09-06T11:41:48.592727
MTA,station_code,MEDIUM,OGD station code 'MTA' not found in OSM dataset.,MTA,2026-09-06T11:41:48.592727
CKKD,station_code,MEDIUM,OGD station code 'CKKD' not found in OSM dataset.,CKKD,2026-09-06T11:41:48.592727
DRHI,station_code,MEDIUM,OGD station code 'DRHI' not found in OSM dataset.,DRHI,2026-09-06T11:41:48.592727
BRI,station_code,MEDIUM,OGD station code 'BRI' not found in OSM dataset.,BRI,2026-09-06T11:41:48.592727
MUO,station_code,MEDIUM,OGD station code 'MUO' not found in OSM dataset.,MUO,2026-09-06T11:41:48.592727
PAL,station_code,MEDIUM,OGD station code 'PAL' not found in OSM dataset.,PAL,2026-09-06T11:41:48.592727
CRK,station_code,MEDIUM,OGD station code 'CRK' not found in OSM dataset.,CRK,2026-09-06T11:41:48.592727
PGL,station_code,MEDIUM,OGD station code 'PGL' not found in OSM dataset.,PGL,2026-09-06T11:41:48.594894
BIF,station_code,MEDIUM,OGD station code 'BIF' not found in OSM dataset.,BIF,2026-09-06T11:41:48.594894
DKI,station_code,MEDIUM,OGD station code 'DKI' not found in OSM dataset.,DKI,2026-09-06T11:41:48.594894
DRA,station_code,MEDIUM,OGD station code 'DRA' not found in OSM dataset.,DRA,2026-09-06T11:41:48.594894
ACG,station_code,MEDIUM,OGD station code 'ACG' not found in OSM dataset.,ACG,2026-09-06T11:41:48.594894
KLHD,station_code,MEDIUM,OGD station code 'KLHD' not found in OSM dataset.,KLHD,2026-09-06T11:41:48.594894
KMKD,station_code,MEDIUM,OGD station code 'KMKD' not found in OSM dataset.,KMKD,2026-09-06T11:41:48.594894
WADO,station_code,MEDIUM,OGD station code 'WADO' not found in OSM dataset.,WADO,2026-09-06T11:41:48.594894
BIS,station_code,MEDIUM,OGD station code 'BIS' not found in OSM dataset.,BIS,2026-09-06T11:41:48.594894
KJL,station_code,MEDIUM,OGD station code 'KJL' not found in OSM dataset.,KJL,2026-09-06T11:41:48.594894
NGZ,station_code,MEDIUM,OGD station code 'NGZ' not found in OSM dataset.,NGZ,2026-09-06T11:41:48.594894
GAO,station_code,MEDIUM,OGD station code 'GAO' not found in OSM dataset.,GAO,2026-09-06T11:41:48.594894
YAD,station_code,MEDIUM,OGD station code 'YAD' not found in OSM dataset.,YAD,2026-09-06T11:41:48.594894
BGN,station_code,MEDIUM,OGD station code 'BGN' not found in OSM dataset.,BGN,2026-09-06T11:41:48.594894
KTP,station_code,MEDIUM,OGD station code 'KTP' not found in OSM dataset.,KTP,2026-09-06T11:41:48.594894
MANA,station_name,LOW,Name matched by fuzzy substring (OGD='Mana' ~ OSM='Manavur'); verify manually.,,2026-09-06T11:41:48.594894
MNDA,station_code,MEDIUM,OGD station code 'MNDA' not found in OSM dataset.,MNDA,2026-09-06T11:41:48.594894
KUM,station_code,MEDIUM,OGD station code 'KUM' not found in OSM dataset.,KUM,2026-09-06T11:41:48.594894
TKI,station_code,MEDIUM,OGD station code 'TKI' not found in OSM dataset.,TKI,2026-09-06T11:41:48.594894
SXF,station_code,MEDIUM,OGD station code 'SXF' not found in OSM dataset.,SXF,2026-09-06T11:41:48.594894
JHT,station_code,MEDIUM,OGD station code 'JHT' not found in OSM dataset.,JHT,2026-09-06T11:41:48.594894
KFY,station_code,MEDIUM,OGD station code 'KFY' not found in OSM dataset.,KFY,2026-09-06T11:41:48.594894
GPC,station_code,MEDIUM,OGD station code 'GPC' not found in OSM dataset.,GPC,2026-09-06T11:41:48.594894
MDRR,station_code,MEDIUM,OGD station code 'MDRR' not found in OSM dataset.,MDRR,2026-09-06T11:41:48.594894
PTWA,station_code,MEDIUM,OGD station code 'PTWA' not found in OSM dataset.,PTWA,2026-09-06T11:41:48.594894
PKRD,station_code,MEDIUM,OGD station code 'PKRD' not found in OSM dataset.,PKRD,2026-09-06T11:41:48.594894
BUU,station_code,MEDIUM,OGD station code 'BUU' not found in OSM dataset.,BUU,2026-09-06T11:41:48.594894
LGCE,station_code,MEDIUM,OGD station code 'LGCE' not found in OSM dataset.,LGCE,2026-09-06T11:41:48.594894
SAGM,station_code,MEDIUM,OGD station code 'SAGM' not found in OSM dataset.,SAGM,2026-09-06T11:41:48.594894
KTHA,station_code,MEDIUM,OGD station code 'KTHA' not found in OSM dataset.,KTHA,2026-09-06T11:41:48.594894
CTHR,station_code,MEDIUM,OGD station code 'CTHR' not found in OSM dataset.,CTHR,2026-09-06T11:41:48.594894
TKYR,station_code,MEDIUM,OGD station code 'TKYR' not found in OSM dataset.,TKYR,2026-09-06T11:41:48.594894
MKD,station_code,MEDIUM,OGD station code 'MKD' not found in OSM dataset.,MKD,2026-09-06T11:41:48.594894
PNHI,station_code,MEDIUM,OGD station code 'PNHI' not found in OSM dataset.,PNHI,2026-09-06T11:41:48.594894
KTDD,station_code,MEDIUM,OGD station code 'KTDD' not found in OSM dataset.,KTDD,2026-09-06T11:41:48.594894
MJHR,station_code,MEDIUM,OGD station code 'MJHR' not found in OSM dataset.,MJHR,2026-09-06T11:41:48.594894
LOG,station_code,MEDIUM,OGD station code 'LOG' not found in OSM dataset.,LOG,2026-09-06T11:41:48.594894
MFX,station_code,MEDIUM,OGD station code 'MFX' not found in OSM dataset.,MFX,2026-09-06T11:41:48.594894
IDGJ,station_code,MEDIUM,OGD station code 'IDGJ' not found in OSM dataset.,IDGJ,2026-09-06T11:41:48.594894
LKJN,station_code,MEDIUM,OGD station code 'LKJN' not found in OSM dataset.,LKJN,2026-09-06T11:41:48.594894
CHJC,station_code,MEDIUM,OGD station code 'CHJC' not found in OSM dataset.,CHJC,2026-09-06T11:41:48.594894
BPK,station_code,MEDIUM,OGD station code 'BPK' not found in OSM dataset.,BPK,2026-09-06T11:41:48.594894
SNN,station_code,MEDIUM,OGD station code 'SNN' not found in OSM dataset.,SNN,2026-09-06T11:41:48.594894
WG,station_code,MEDIUM,OGD station code 'WG' not found in OSM dataset.,WG,2026-09-06T11:41:48.594894
NGI,station_code,MEDIUM,OGD station code 'NGI' not found in OSM dataset.,NGI,2026-09-06T11:41:48.594894
