task_id,severity_class,overdue_days,traffic_density_class,deferred_count,actual_priority_rank
TDMS_TASK_015586,B,1,High,0,33.57
TDMS_TASK_000812,B,28,High,5,89.37
SMMS_TASK_016555,C,43,Critical Peak,0,57.57
TMS_TASK_011760,B,9,Low,0,41.95
TDMS_TASK_022821,A,22,Medium,2,82.07
TDMS_TASK_002423,B,37,Low,2,68.69
TMS_TASK_011917,B,3,High,2,51.79
TMS_TASK_027488,C,21,Low,0,38.43
TMS_TASK_028761,C,38,Medium,0,44.27
SMMS_TASK_021909,B,10,Medium,0,40.62
SMMS_TASK_004361,B,7,Critical Peak,4,65.78
SMMS_TASK_018363,B,41,High,3,84.7
TDMS_TASK_012025,C,31,Medium,1,50.49
TDMS_TASK_022213,C,17,Critical Peak,1,46.15
TMS_TASK_000297,C,16,High,0,43.34
TMS_TASK_025537,A,8,High,0,69.63
TDMS_TASK_023512,A,24,Low,3,92.33
TMS_TASK_011873,C,14,Medium,3,44.52
TMS_TASK_000995,B,30,Critical Peak,5,97.21
SMMS_TASK_024783,B,29,Low,5,83.32
SMMS_TASK_002992,C,19,Critical Peak,4,66.91
SMMS_TASK_000051,B,9,Low,2,51.13
TDMS_TASK_009535,B,16,Critical Peak,4,77.33
TMS_TASK_020351,B,23,Critical Peak,0,68.44
TMS_TASK_025417,A,30,Medium,2,91.9
TMS_TASK_013086,B,15,High,1,55.37
TMS_TASK_029296,A,8,Critical Peak,3,79.78
SMMS_TASK_004146,A,7,Critical Peak,3,83.58
TDMS_TASK_016486,C,12,High,4,49.31
TDMS_TASK_022063,C,7,Medium,4,39.86
TMS_TASK_018876,B,32,Low,4,78.2
SMMS_TASK_010910,B,16,Medium,0,50.15
SMMS_TASK_007860,B,1,Low,4,47.78
SMMS_TASK_005893,B,24,Critical Peak,5,90.06
TMS_TASK_025094,B,36,High,2,78.5
TDMS_TASK_011628,A,33,Medium,3,95.37
TMS_TASK_009240,C,31,Critical Peak,0,66.74
TDMS_TASK_009591,B,11,Low,2,47.47
TMS_TASK_006412,C,0,Low,3,26.21
TDMS_TASK_001032,C,0,High,4,34.15
SMMS_TASK_021962,A,10,Low,1,67.38
SMMS_TASK_009257,B,5,High,1,49.81
TMS_TASK_003265,A,33,Low,4,100.0
TDMS_TASK_012496,B,36,Critical Peak,1,77.64
SMMS_TASK_020189,A,7,Critical Peak,1,76.08
TDMS_TASK_011683,A,29,Medium,2,95.48
SMMS_TASK_019854,B,13,Critical Peak,5,74.69
SMMS_TASK_000174,C,10,Medium,0,29.99
TMS_TASK_027409,C,5,High,2,35.26
TDMS_TASK_009952,B,0,Critical Peak,4,62.27
SMMS_TASK_002659,C,5,Critical Peak,5,46.11
TDMS_TASK_023222,B,25,Medium,5,73.73
SMMS_TASK_018199,A,44,High,5,100.0
TDMS_TASK_003593,A,42,Medium,4,100.0
SMMS_TASK_000310,C,7,Medium,1,21.51
SMMS_TASK_019004,B,19,Medium,5,73.32
TDMS_TASK_000078,B,4,Medium,0,33.33
TMS_TASK_004101,C,0,Critical Peak,3,35.09
TMS_TASK_000368,B,7,Medium,4,57.38
SMMS_TASK_022078,C,9,Medium,0,22.67
SMMS_TASK_020463,C,40,High,2,58.26
TDMS_TASK_002889,A,17,Low,0,67.74
TMS_TASK_020936,C,32,High,3,62.3
TMS_TASK_026031,B,32,Critical Peak,0,74.29
TMS_TASK_009000,B,26,Medium,5,83.23
TMS_TASK_028910,C,21,Critical Peak,5,71.97
TMS_TASK_007198,A,13,Low,2,73.34
TMS_TASK_019489,B,11,Medium,5,64.72
SMMS_TASK_006954,A,14,Critical Peak,2,79.41
SMMS_TASK_009988,B,29,High,3,78.39
SMMS_TASK_007457,C,35,High,0,51.87
SMMS_TASK_021499,C,15,Low,5,56.36
TDMS_TASK_012640,B,33,Critical Peak,5,94.68
TMS_TASK_012099,A,17,Medium,4,86.38
SMMS_TASK_020304,B,23,Critical Peak,4,85.21
SMMS_TASK_008911,C,13,Medium,3,39.53
SMMS_TASK_002080,A,40,Critical Peak,0,94.24
TDMS_TASK_000368,A,3,Critical Peak,5,80.77
TMS_TASK_026596,C,25,Medium,4,63.06
SMMS_TASK_009882,C,20,Low,5,55.89
TMS_TASK_009471,A,20,Critical Peak,0,78.66
TDMS_TASK_016188,B,28,Critical Peak,2,80.39
SMMS_TASK_015376,B,40,Medium,2,77.47
TDMS_TASK_000935,B,14,Medium,1,48.75
SMMS_TASK_013182,A,18,High,1,79.4
TDMS_TASK_015940,A,21,High,5,98.91
TDMS_TASK_011475,C,8,Medium,0,21.08
TMS_TASK_018128,B,6,Medium,0,36.48
TMS_TASK_001890,A,43,Medium,2,91.82
TMS_TASK_007703,B,7,Critical Peak,5,67.6
TMS_TASK_004899,A,13,Medium,2,73.38
SMMS_TASK_003730,C,0,Medium,4,32.26
TDMS_TASK_010337,B,9,Critical Peak,0,48.36
TDMS_TASK_024973,A,3,Critical Peak,3,78.19
TMS_TASK_006937,B,38,Critical Peak,5,98.71
SMMS_TASK_017286,A,9,Critical Peak,2,80.54
TMS_TASK_014569,A,7,Medium,4,80.7
SMMS_TASK_007544,A,4,High,5,76.88
TMS_TASK_028687,A,34,Low,2,90.98
TDMS_TASK_004052,A,26,High,4,98.1
SMMS_TASK_008765,B,7,Medium,4,53.84
SMMS_TASK_003216,B,5,High,3,56.02
SMMS_TASK_009055,A,31,Medium,5,100.0
TMS_TASK_011392,B,38,Critical Peak,4,91.81
TMS_TASK_028772,B,11,High,1,54.41
SMMS_TASK_008241,B,41,Critical Peak,4,90.28
TMS_TASK_004649,B,10,Medium,5,64.62
TDMS_TASK_000430,B,36,High,0,66.04
SMMS_TASK_024396,B,32,Critical Peak,1,83.84
SMMS_TASK_015359,C,2,Medium,5,39.96
TDMS_TASK_018470,C,25,Low,3,57.79
TMS_TASK_006726,B,39,Medium,3,82.17
TMS_TASK_006142,A,18,Low,1,76.66
TMS_TASK_010699,B,22,Critical Peak,0,65.0
TDMS_TASK_005535,C,17,Medium,2,43.72
SMMS_TASK_017877,C,19,Low,1,41.0
TMS_TASK_027211,B,4,Critical Peak,2,52.54
TDMS_TASK_020960,B,32,Medium,2,75.72
TDMS_TASK_017594,B,44,Low,2,70.72
TMS_TASK_012155,B,31,Low,1,64.44
SMMS_TASK_010995,C,14,High,5,60.83
TDMS_TASK_015093,A,32,Low,5,100.0
TMS_TASK_024076,B,35,Medium,4,82.63
SMMS_TASK_012601,B,13,High,0,49.54
TMS_TASK_009506,A,17,High,4,92.16
TDMS_TASK_017761,B,41,Critical Peak,0,74.82
TMS_TASK_018453,C,38,Critical Peak,2,58.9
TDMS_TASK_004438,C,17,Low,2,41.35
TMS_TASK_005092,B,41,Low,3,71.75
SMMS_TASK_003050,B,27,Low,2,65.02
TMS_TASK_027842,C,41,Low,5,73.62
TMS_TASK_005857,B,32,Critical Peak,0,71.6
TDMS_TASK_014761,B,1,High,1,39.31
TDMS_TASK_019980,B,23,Critical Peak,0,68.15
SMMS_TASK_019725,A,28,Medium,3,96.88
SMMS_TASK_014349,B,33,High,1,72.49
TMS_TASK_017257,B,13,Low,4,62.69
TDMS_TASK_006058,A,44,Medium,2,91.36
SMMS_TASK_018101,A,27,High,5,100.0
SMMS_TASK_019261,A,10,High,3,83.43
SMMS_TASK_011033,C,17,Medium,5,53.76
TMS_TASK_006609,A,32,Low,4,99.61
TMS_TASK_014603,A,44,High,0,89.53
TMS_TASK_014362,C,8,Critical Peak,4,51.23
TMS_TASK_007716,B,25,Low,3,69.71
SMMS_TASK_006476,C,41,Medium,4,68.56
SMMS_TASK_014305,A,20,Low,0,73.53
TMS_TASK_001632,B,4,High,5,54.17
SMMS_TASK_005814,B,4,Low,5,57.26
TMS_TASK_026376,B,8,High,3,58.94
TDMS_TASK_001139,C,10,Critical Peak,3,56.7
SMMS_TASK_004851,A,14,High,1,72.22
SMMS_TASK_005119,A,42,High,4,100.0
TMS_TASK_000158,B,41,Low,2,69.52
SMMS_TASK_017573,C,10,High,3,44.23
SMMS_TASK_014643,C,15,Low,1,36.42
TMS_TASK_007426,B,2,Medium,2,40.59
TDMS_TASK_000910,B,35,Low,0,59.72
TDMS_TASK_009146,B,29,Medium,1,63.87
TDMS_TASK_023195,B,30,Critical Peak,5,99.44
TMS_TASK_010954,B,7,Low,1,42.85
TDMS_TASK_011624,B,8,Low,4,56.42
SMMS_TASK_021966,A,38,Critical Peak,4,100.0
TMS_TASK_016379,A,26,High,4,100.0
TDMS_TASK_022448,C,32,Critical Peak,0,56.12
SMMS_TASK_005175,B,10,Critical Peak,3,64.24
SMMS_TASK_003175,C,17,Critical Peak,1,50.51
TDMS_TASK_023887,A,20,High,2,86.5
TDMS_TASK_002488,B,22,Low,1,50.97
TDMS_TASK_010788,B,3,Medium,5,54.39
TDMS_TASK_008790,B,13,Low,1,50.72
TMS_TASK_002386,B,19,Low,3,59.25
TDMS_TASK_017723,B,4,Medium,4,58.09
SMMS_TASK_000259,B,23,Low,5,75.5
SMMS_TASK_006171,C,16,Critical Peak,4,61.43
TMS_TASK_017763,C,6,Critical Peak,5,54.23
TMS_TASK_000904,B,35,High,3,84.7
TMS_TASK_003362,C,4,Medium,2,30.62
TMS_TASK_029643,A,37,Medium,3,97.65
TDMS_TASK_010285,A,31,Critical Peak,1,95.04
SMMS_TASK_023108,B,34,Medium,4,83.4
TMS_TASK_006032,A,22,Critical Peak,2,99.79
SMMS_TASK_012329,A,18,High,3,93.14
TMS_TASK_017237,B,27,Medium,4,78.88
TMS_TASK_029391,C,11,Medium,0,22.32
SMMS_TASK_001645,A,40,Critical Peak,5,100.0
SMMS_TASK_013091,A,30,Medium,5,100.0
TDMS_TASK_004071,C,2,Low,4,33.37
TDMS_TASK_009924,C,15,Medium,2,42.62
TMS_TASK_002709,B,20,Critical Peak,1,64.06
SMMS_TASK_022067,B,28,Low,2,64.28
TDMS_TASK_007654,A,12,Critical Peak,3,86.23
TMS_TASK_005480,B,16,Low,3,62.78
TDMS_TASK_015861,C,12,Medium,0,21.45
TMS_TASK_003198,B,20,Medium,2,58.09
TDMS_TASK_005337,C,6,Medium,1,34.87
SMMS_TASK_014111,C,43,High,0,50.06
TDMS_TASK_010599,A,28,Critical Peak,3,100.0
TDMS_TASK_010615,C,29,Low,2,54.49
SMMS_TASK_008896,B,14,Critical Peak,5,73.24
SMMS_TASK_017110,B,11,High,2,52.83
TMS_TASK_009740,A,31,High,4,100.0
TMS_TASK_020388,C,16,High,3,51.14
SMMS_TASK_008300,C,10,High,1,28.29
TDMS_TASK_009104,C,4,High,3,39.7
SMMS_TASK_022706,B,19,High,1,63.31
TMS_TASK_019793,A,19,Medium,0,72.46
TMS_TASK_025310,B,16,Medium,2,54.32
SMMS_TASK_007385,A,40,Medium,2,92.73
TDMS_TASK_005006,A,40,Critical Peak,4,100.0
TMS_TASK_023974,A,28,Critical Peak,2,100.0
TDMS_TASK_021244,B,7,Low,2,48.29
TMS_TASK_020879,A,3,High,4,80.42
SMMS_TASK_001427,C,19,High,5,66.26
TDMS_TASK_004160,A,13,Medium,3,72.34
TDMS_TASK_005436,C,7,Medium,1,29.58
TMS_TASK_006043,C,4,Low,2,30.27
TDMS_TASK_015265,A,32,High,5,100.0
TMS_TASK_018677,C,41,High,1,55.93
SMMS_TASK_004632,C,21,Low,3,52.66
TMS_TASK_008777,B,44,Low,5,82.93
SMMS_TASK_013694,A,42,Medium,2,93.62
TDMS_TASK_020208,B,5,High,0,43.0
TDMS_TASK_000107,C,20,Low,4,52.61
SMMS_TASK_024497,B,27,Low,3,72.86
TMS_TASK_029321,B,39,Low,4,83.99
SMMS_TASK_013824,C,29,Low,1,50.31
TDMS_TASK_007897,B,17,Critical Peak,4,78.32
SMMS_TASK_014314,B,28,Medium,5,84.88
SMMS_TASK_002188,B,23,Critical Peak,3,82.91
SMMS_TASK_000581,B,20,Critical Peak,2,72.06
TDMS_TASK_012995,C,28,Low,3,60.14
TMS_TASK_022245,B,8,Low,2,50.79
SMMS_TASK_002248,C,30,Critical Peak,3,71.23
TMS_TASK_015019,C,0,Low,4,29.95
SMMS_TASK_003660,B,29,Medium,4,78.1
TDMS_TASK_014664,A,23,Critical Peak,4,98.82
TDMS_TASK_018967,A,5,High,1,60.07
TDMS_TASK_001650,B,43,Low,5,83.71
TDMS_TASK_016932,A,42,High,2,98.79
TMS_TASK_011101,A,44,Medium,0,78.08
TDMS_TASK_020259,B,17,Medium,1,55.8
SMMS_TASK_001481,B,10,Critical Peak,3,62.31
TMS_TASK_008310,B,43,Medium,3,80.57
TDMS_TASK_000927,C,31,Low,3,61.84
SMMS_TASK_015806,A,27,Medium,3,90.53
TMS_TASK_005147,B,10,Low,1,39.77
TMS_TASK_011419,B,41,Medium,0,63.76
SMMS_TASK_006816,A,36,High,1,88.61
SMMS_TASK_009578,B,9,Low,1,39.1
SMMS_TASK_003633,B,44,High,1,74.4
SMMS_TASK_007609,B,19,Medium,5,75.69
TMS_TASK_018660,B,8,Critical Peak,2,58.4
TMS_TASK_009105,C,8,Medium,4,40.12
TMS_TASK_023699,B,12,Low,4,65.02
TMS_TASK_000886,A,7,Medium,4,74.79
SMMS_TASK_014876,C,0,Medium,0,14.48
TMS_TASK_001979,B,0,Medium,3,46.77
TDMS_TASK_022249,C,40,Medium,5,72.48
SMMS_TASK_012954,B,0,High,2,47.16
SMMS_TASK_000217,C,21,Low,3,51.97
TMS_TASK_005677,A,12,Medium,4,80.19
TMS_TASK_029073,B,39,Medium,1,63.76
SMMS_TASK_003963,B,29,High,1,66.25
TMS_TASK_028680,C,12,High,5,53.54
SMMS_TASK_016553,B,19,High,1,66.56
SMMS_TASK_019339,C,8,Critical Peak,5,56.31
TMS_TASK_012064,B,44,High,0,65.96
TDMS_TASK_003220,B,23,Low,3,68.94
TMS_TASK_029699,A,16,High,5,90.64
TMS_TASK_023434,B,40,Critical Peak,0,75.9
SMMS_TASK_003025,B,0,Critical Peak,0,36.45
SMMS_TASK_010027,A,24,Low,2,87.42
TMS_TASK_001208,B,42,Low,5,80.66
TDMS_TASK_007597,C,5,Medium,2,30.55
SMMS_TASK_009416,A,21,Low,0,72.24
TMS_TASK_021025,C,33,High,4,70.61
SMMS_TASK_018932,A,21,Critical Peak,2,88.71
TDMS_TASK_024940,B,18,Low,3,58.9
TDMS_TASK_004761,B,8,Low,1,45.54
SMMS_TASK_024339,B,9,Medium,5,61.72
TMS_TASK_005792,B,11,High,0,49.04
TDMS_TASK_013591,B,25,Medium,3,76.3
TDMS_TASK_017629,C,19,High,4,54.52
SMMS_TASK_021226,C,26,High,2,64.34
TDMS_TASK_023757,B,15,Low,1,48.2
TDMS_TASK_005280,A,8,High,5,84.84
TMS_TASK_009282,A,4,Medium,3,67.73
TDMS_TASK_019804,B,26,Critical Peak,3,82.37
TDMS_TASK_017751,B,21,High,1,66.38
TDMS_TASK_013895,B,7,High,2,54.15
TMS_TASK_012833,B,22,High,0,57.79
TDMS_TASK_003540,C,26,Medium,2,45.39
TDMS_TASK_007962,C,32,High,4,69.74
SMMS_TASK_018403,A,13,Medium,5,92.08
TMS_TASK_013869,B,23,Low,1,56.92
TMS_TASK_028021,B,7,Critical Peak,2,53.94
TDMS_TASK_013067,A,39,Medium,0,83.15
SMMS_TASK_015567,C,31,High,5,79.71
SMMS_TASK_020313,C,22,Critical Peak,3,58.98
SMMS_TASK_023304,B,18,High,5,73.63
TMS_TASK_013505,B,20,Low,2,56.59
TMS_TASK_005959,C,11,Critical Peak,0,37.76
SMMS_TASK_005039,C,12,Critical Peak,1,41.89
SMMS_TASK_022403,A,12,High,4,79.44
TMS_TASK_006254,B,43,Critical Peak,4,89.4
TMS_TASK_018383,B,1,Medium,2,42.28
TMS_TASK_015385,B,15,Critical Peak,0,51.35
SMMS_TASK_002319,B,39,Medium,0,62.16
SMMS_TASK_023431,B,35,Medium,5,89.34
TDMS_TASK_023740,A,32,Medium,5,100.0
TMS_TASK_006575,B,17,Medium,0,49.7
TMS_TASK_024596,A,44,High,4,100.0
TDMS_TASK_018694,A,31,High,0,91.07
TDMS_TASK_001823,B,7,Medium,2,47.28
TMS_TASK_016056,C,5,High,2,35.37
TMS_TASK_001900,C,12,Medium,4,39.49
TDMS_TASK_016222,C,33,Medium,1,55.27
TDMS_TASK_017577,C,15,High,1,42.69
TDMS_TASK_018093,B,40,High,5,89.52
SMMS_TASK_024731,B,15,Critical Peak,4,70.65
TDMS_TASK_000368,B,24,High,1,66.29
TDMS_TASK_006327,B,24,Critical Peak,0,62.89
TMS_TASK_026846,A,4,Medium,0,56.31
TMS_TASK_007996,B,25,Critical Peak,5,87.52
SMMS_TASK_004822,B,22,Medium,3,73.34
SMMS_TASK_011485,A,40,Medium,1,88.91
TMS_TASK_018266,B,20,Low,2,58.18
TMS_TASK_004661,B,24,Medium,3,67.51
TMS_TASK_020252,B,43,Low,5,85.11
TMS_TASK_027106,A,44,Low,4,100.0
SMMS_TASK_013385,B,33,High,2,74.12
TMS_TASK_010908,B,4,Low,3,46.77
TMS_TASK_026849,C,2,High,5,44.51
TDMS_TASK_012412,C,20,Low,5,64.35
TDMS_TASK_022647,A,0,High,0,51.85
SMMS_TASK_022379,B,28,High,0,64.68
TDMS_TASK_024506,C,17,Medium,1,37.96
TDMS_TASK_010944,B,10,Critical Peak,2,59.91
SMMS_TASK_013241,B,33,Low,2,74.13
TDMS_TASK_017584,C,22,Low,3,55.29
TMS_TASK_028048,B,28,High,1,63.78
TMS_TASK_018090,C,34,Low,5,72.98
SMMS_TASK_013047,B,29,Low,5,84.41
TMS_TASK_023410,B,29,Medium,0,66.31
TMS_TASK_012739,A,9,Critical Peak,2,77.92
SMMS_TASK_008514,C,4,Low,1,27.38
SMMS_TASK_019557,B,40,High,3,77.73
SMMS_TASK_017391,B,5,Medium,3,50.52
SMMS_TASK_022710,B,2,Medium,4,48.49
TDMS_TASK_015598,A,1,High,5,79.35
TMS_TASK_008609,B,20,Critical Peak,0,56.94
SMMS_TASK_001937,B,40,Critical Peak,4,89.93
SMMS_TASK_016333,A,31,Medium,1,92.2
TMS_TASK_018533,C,28,Critical Peak,2,72.52
TMS_TASK_019362,C,17,Low,4,54.28
SMMS_TASK_003255,C,36,Critical Peak,0,58.8
TMS_TASK_019607,A,28,Low,2,91.83
SMMS_TASK_015574,B,25,High,1,63.08
TDMS_TASK_014474,A,20,Critical Peak,1,89.77
TDMS_TASK_006841,C,44,Medium,3,60.41
TDMS_TASK_019102,A,39,Medium,3,99.02
TDMS_TASK_016031,B,20,Critical Peak,2,69.33
SMMS_TASK_015008,C,11,Medium,1,36.07
TMS_TASK_018215,B,6,Medium,0,38.15
TDMS_TASK_017785,A,10,Low,5,82.87
TMS_TASK_004079,C,36,Low,1,52.41
TMS_TASK_007175,B,36,High,4,88.38
SMMS_TASK_023118,B,39,High,4,90.52
SMMS_TASK_009076,B,8,Low,1,44.73
TMS_TASK_020364,A,0,Low,4,69.34
TMS_TASK_025562,C,11,Medium,3,37.78
TMS_TASK_028297,B,36,High,2,82.96
SMMS_TASK_018500,B,10,Medium,4,57.45
SMMS_TASK_012313,B,43,Medium,4,82.42
TMS_TASK_029601,B,42,Critical Peak,5,96.21
TDMS_TASK_021458,B,41,Critical Peak,1,81.01
SMMS_TASK_001980,B,41,Low,0,60.51
TDMS_TASK_005520,B,13,Critical Peak,0,54.99
TMS_TASK_004791,C,3,Critical Peak,5,47.37
TMS_TASK_005239,A,10,Low,2,73.42
TMS_TASK_008455,B,14,Critical Peak,5,77.63
TDMS_TASK_017836,C,27,High,1,50.0
SMMS_TASK_010521,C,22,Critical Peak,3,64.51
SMMS_TASK_024005,B,1,Low,5,52.92
TDMS_TASK_007112,B,4,High,1,41.79
TMS_TASK_016863,A,28,Critical Peak,2,98.76
TDMS_TASK_004366,B,15,Medium,3,62.61
TDMS_TASK_003580,B,7,Critical Peak,1,56.24
TMS_TASK_021969,B,36,Critical Peak,4,87.23
SMMS_TASK_004882,B,10,Critical Peak,0,45.05
TDMS_TASK_014212,A,31,Low,5,100.0
SMMS_TASK_014157,C,43,Low,5,65.5
SMMS_TASK_011069,B,12,Low,4,61.77
TDMS_TASK_017011,B,0,Medium,0,33.38
TDMS_TASK_015810,B,36,Medium,2,74.77
TDMS_TASK_021975,C,26,Critical Peak,3,66.24
TMS_TASK_009620,A,1,High,5,76.27
SMMS_TASK_014675,B,27,High,3,79.17
TMS_TASK_018285,A,29,Critical Peak,1,99.3
TMS_TASK_021343,B,9,Critical Peak,5,77.42
SMMS_TASK_011506,A,43,Medium,2,89.19
TDMS_TASK_013475,B,8,Medium,2,43.94
TMS_TASK_010592,C,42,High,0,53.79
TDMS_TASK_017352,B,2,Critical Peak,1,47.99
SMMS_TASK_017068,A,24,Low,3,82.51
SMMS_TASK_003559,C,42,Low,5,69.28
TDMS_TASK_024420,B,29,Critical Peak,0,70.36
TMS_TASK_000971,B,40,Critical Peak,0,74.79
SMMS_TASK_003934,A,11,Critical Peak,0,73.5
TMS_TASK_003307,A,32,Critical Peak,2,100.0
SMMS_TASK_009927,B,24,Critical Peak,0,63.57
TMS_TASK_022345,A,17,Critical Peak,3,89.03
SMMS_TASK_007768,C,2,High,1,24.5
SMMS_TASK_007288,B,37,Critical Peak,0,74.57
TDMS_TASK_015364,B,11,Medium,0,40.5
TDMS_TASK_004445,B,27,Low,0,61.03
TMS_TASK_012797,A,41,High,0,92.61
TDMS_TASK_015661,B,42,High,2,79.45
SMMS_TASK_005495,B,43,Medium,5,84.21
TDMS_TASK_003128,A,33,Critical Peak,4,100.0
TDMS_TASK_016573,A,30,High,3,100.0
TMS_TASK_029341,C,7,Medium,2,32.61
SMMS_TASK_013491,A,21,High,5,100.0
TMS_TASK_024538,A,18,Medium,0,69.58
TDMS_TASK_010964,B,44,Medium,3,74.89
TMS_TASK_014315,C,24,Low,4,61.4
SMMS_TASK_024215,C,32,Critical Peak,3,75.5
TDMS_TASK_004611,A,7,Critical Peak,2,79.42
TDMS_TASK_008981,A,11,Critical Peak,2,75.95
SMMS_TASK_000170,C,31,High,5,74.63
TMS_TASK_028293,B,15,High,5,73.85
TDMS_TASK_008574,C,41,Low,1,49.75
TDMS_TASK_007672,A,35,Medium,2,94.02
TDMS_TASK_011103,B,17,Low,2,56.31
TDMS_TASK_004751,A,10,Medium,5,81.17
TMS_TASK_010382,B,30,High,4,87.25
TMS_TASK_004827,C,32,Medium,0,52.22
TDMS_TASK_013342,C,36,Medium,1,48.2
TMS_TASK_015481,B,4,High,5,62.95
SMMS_TASK_018295,B,22,Low,4,70.24
TDMS_TASK_003804,C,44,Low,0,47.65
TMS_TASK_008198,C,39,Medium,5,72.31
TDMS_TASK_008049,C,43,Critical Peak,2,66.83
TDMS_TASK_012764,B,34,Low,3,79.53
SMMS_TASK_009484,B,35,High,5,90.84
SMMS_TASK_001226,C,26,Critical Peak,5,79.99
TMS_TASK_027585,B,32,Medium,2,67.87
SMMS_TASK_017441,C,7,Low,2,30.56
SMMS_TASK_023266,C,23,High,5,60.32
TMS_TASK_012182,C,31,High,3,68.34
SMMS_TASK_018838,A,19,Critical Peak,0,79.67
TMS_TASK_019036,B,17,High,5,75.71
TDMS_TASK_007830,B,0,Critical Peak,0,37.12
TMS_TASK_007912,B,21,Medium,3,65.98
TDMS_TASK_014395,B,22,Critical Peak,5,89.34
TMS_TASK_017138,C,33,Critical Peak,5,82.7
SMMS_TASK_021518,B,21,Critical Peak,5,91.04
TDMS_TASK_003258,A,14,Critical Peak,1,87.73
TDMS_TASK_001409,B,14,Low,2,59.82
TDMS_TASK_017704,A,35,Low,0,85.39
TDMS_TASK_019268,B,4,High,1,40.43
TMS_TASK_024863,A,28,Low,2,88.53
TMS_TASK_007391,B,31,Medium,4,77.72
TMS_TASK_010646,C,31,Low,1,53.63
TMS_TASK_006692,B,43,High,3,85.35
TDMS_TASK_020341,B,41,High,1,74.72
TDMS_TASK_010196,C,16,High,0,32.14
TMS_TASK_016207,A,31,Critical Peak,5,100.0
SMMS_TASK_004660,B,35,Medium,3,74.29
TDMS_TASK_000393,C,26,Critical Peak,2,62.57
SMMS_TASK_008292,A,38,Medium,5,100.0
SMMS_TASK_018521,A,36,Critical Peak,3,100.0
TMS_TASK_006167,C,33,High,1,54.35
TMS_TASK_014970,A,20,High,1,76.95
TMS_TASK_023686,C,44,Low,3,65.23
TDMS_TASK_021664,B,4,High,3,50.31
TMS_TASK_020604,B,10,Critical Peak,1,59.19
TDMS_TASK_009738,A,20,High,5,98.91
TDMS_TASK_004195,A,6,Critical Peak,3,82.47
SMMS_TASK_022690,B,40,Medium,5,82.12
SMMS_TASK_007260,C,40,Critical Peak,1,67.47
SMMS_TASK_017905,C,12,Medium,5,53.77
TDMS_TASK_004654,B,9,Low,5,65.08
SMMS_TASK_019859,C,7,High,4,51.21
TDMS_TASK_021820,C,11,High,0,32.62
TDMS_TASK_001076,B,5,Critical Peak,0,46.48
TMS_TASK_012425,B,16,Medium,1,58.44
TMS_TASK_003337,B,18,Medium,1,57.74
TDMS_TASK_021934,B,18,Critical Peak,4,71.95
TMS_TASK_014136,C,28,Medium,3,58.32
TMS_TASK_019527,C,23,High,1,50.64
TMS_TASK_028234,B,15,Medium,3,53.88
TDMS_TASK_017890,B,6,Low,2,44.39
TMS_TASK_009087,C,3,Critical Peak,1,34.87
TMS_TASK_020601,B,8,Low,3,51.73
SMMS_TASK_009713,B,37,Critical Peak,1,78.01
TDMS_TASK_012950,B,21,Low,3,66.8
TMS_TASK_010603,C,6,Critical Peak,4,49.91
TDMS_TASK_017255,C,18,High,5,63.98
TDMS_TASK_003958,B,34,Low,5,85.22
SMMS_TASK_002901,B,29,Low,5,85.88
SMMS_TASK_012517,B,0,Low,3,43.16
TMS_TASK_000339,A,23,Low,1,81.06
SMMS_TASK_024421,B,20,Medium,1,52.37
TMS_TASK_027485,B,10,Medium,4,57.49
TDMS_TASK_014821,B,7,Critical Peak,3,56.12
SMMS_TASK_016540,C,24,Low,0,44.82
SMMS_TASK_016122,C,0,Low,2,19.57
TMS_TASK_014583,B,23,Critical Peak,3,78.65
SMMS_TASK_022845,C,18,Critical Peak,3,56.16
TMS_TASK_016008,B,44,Low,0,61.32
SMMS_TASK_016175,B,36,Medium,3,76.8
SMMS_TASK_003359,B,19,Low,3,64.36
SMMS_TASK_002115,C,0,Low,5,33.55
TMS_TASK_014690,B,11,Medium,3,58.24
TDMS_TASK_016850,C,7,High,0,29.93
SMMS_TASK_019389,B,24,Medium,0,58.33
TDMS_TASK_002862,C,12,Medium,5,49.02
TDMS_TASK_013481,B,17,Critical Peak,0,58.04
SMMS_TASK_014486,B,4,High,0,35.1
SMMS_TASK_019646,B,40,Critical Peak,3,91.51
TDMS_TASK_003344,C,4,Critical Peak,4,50.09
TMS_TASK_026459,B,11,Critical Peak,0,47.6
TMS_TASK_004981,A,14,Medium,3,78.5
SMMS_TASK_013860,C,14,Low,2,40.29
TMS_TASK_024672,A,31,Medium,0,85.39
SMMS_TASK_015412,B,22,Critical Peak,5,87.87
SMMS_TASK_022942,B,22,Low,4,78.44
TDMS_TASK_024538,B,37,Medium,5,87.7
TDMS_TASK_000178,B,22,Medium,1,55.27
TDMS_TASK_009588,A,23,Critical Peak,4,100.0
TDMS_TASK_011682,A,3,Low,2,59.75
SMMS_TASK_001065,A,34,High,1,89.42
TMS_TASK_027727,A,15,Low,3,76.82
TDMS_TASK_012876,B,31,Medium,5,85.56
TMS_TASK_023393,A,2,Critical Peak,1,68.73
TMS_TASK_024983,B,17,Medium,4,70.23
TDMS_TASK_007944,B,12,Critical Peak,5,76.53
SMMS_TASK_010156,A,14,Low,3,83.14
TDMS_TASK_005123,B,38,Critical Peak,0,72.21
SMMS_TASK_022720,A,29,High,4,100.0
